Valoare pixel,Clasa pixel,Average threshold,Midrange threshold,White threshold,Bernsen threshold,Niblack threshold,Sauvola threshold,Wolf threshold,Phansalkar threshold,Nick threshold,Gaussian threshold
0.847059,0,0.831004,0.064137,0.415502,0.064137,0.82605,0.436005,0.415502,0.633954,0.664828,0.836523
0.960784,0,0.927895,0.266251,0.463948,0.266251,0.905574,0.567104,0.463948,0.747875,0.741389,0.943579
0.854902,0,0.780821,0.276401,0.390411,0.276401,0.742731,0.538538,0.390411,0.660605,0.620099,0.802766
0.85098,0,0.755296,0.311672,0.377648,0.311672,0.719091,0.513839,0.377648,0.635627,0.599976,0.766904
0.858824,0,0.757775,0.320438,0.378888,0.320438,0.719346,0.523923,0.378888,0.641909,0.601448,0.80835
0.784314,0,0.793422,0.014648,0.396711,0.5,0.791422,0.404612,0.396711,0.599601,0.634746,0.792785
0.34902,1,0.825248,0.298008,0.412624,0.298008,0.789574,0.559248,0.412624,0.692966,0.656409,0.829432
0.94902,0,0.954953,0.064045,0.477477,0.064045,0.950967,0.496436,0.477477,0.725868,0.763968,0.949619
0.960784,0,0.964324,0.047136,0.482162,0.047136,0.960359,0.501207,0.482162,0.732928,0.771507,0.961779
0.960784,0,0.858619,0.317832,0.42931,0.317832,0.824126,0.576813,0.42931,0.718326,0.683485,0.889435
0.866667,0,0.77818,0.258716,0.38909,0.258716,0.742997,0.525451,0.38909,0.652732,0.61888,0.740771
0.792157,0,0.747653,0.292003,0.373827,0.292003,0.721942,0.469566,0.373827,0.609644,0.596029,0.786328
0.729412,0,0.768621,0.316917,0.38431,0.316917,0.73735,0.504017,0.38431,0.63726,0.61178,0.748043
0.847059,0,0.757394,0.269581,0.378697,0.269581,0.721653,0.513518,0.378697,0.636499,0.601844,0.743479
0.866667,0,0.811733,0.300415,0.405867,0.300415,0.775257,0.553333,0.405867,0.683307,0.645466,0.82271
0.976471,0,0.968672,0.060331,0.484336,0.060331,0.965584,0.499235,0.484336,0.734103,0.774939,0.967162
0.854902,0,0.88031,0.317816,0.440155,0.317816,0.872072,0.476276,0.440155,0.678628,0.704076,0.874691
0.858824,0,0.864192,0.058239,0.432096,0.058239,0.857867,0.459318,0.432096,0.662113,0.691294,0.852615
0.956863,0,0.901241,0.286044,0.450621,0.286044,0.868741,0.596501,0.450621,0.749377,0.718145,0.941591
0.819608,0,0.759101,0.27677,0.379551,0.27677,0.727465,0.499156,0.379551,0.63013,0.604041,0.795952
0.960784,0,0.959405,0.029858,0.479703,0.029858,0.956156,0.495227,0.479703,0.727477,0.767596,0.956711
0.870588,0,0.861171,0.271626,0.430586,0.271626,0.844238,0.503211,0.430586,0.682647,0.688403,0.874771
0.784314,0,0.689827,0.264375,0.344913,0.264375,0.653392,0.47009,0.344913,0.581596,0.547151,0.688163
0.854902,0,0.857325,0.036886,0.428662,0.036886,0.853442,0.445243,0.428662,0.65164,0.686197,0.853334
0.87451,0,0.81874,0.317263,0.40937,0.317263,0.780333,0.565984,0.40937,0.693125,0.650591,0.872182
0.898039,0,0.825881,0.276809,0.41294,0.276809,0.790555,0.558245,0.41294,0.692776,0.657018,0.790797
0.862745,0,0.779904,0.301715,0.389952,0.301715,0.745142,0.524979,0.389952,0.653346,0.620138,0.831706
0.835294,0,0.832838,0.015225,0.416419,0.5,0.83126,0.422962,0.416419,0.628315,0.666349,0.833277
0.901961,0,0.844453,0.27125,0.422227,0.27125,0.815646,0.543384,0.422227,0.694519,0.673312,0.820051
0.937255,0,0.805721,0.292188,0.402861,0.292188,0.765695,0.563482,0.402861,0.685427,0.639713,0.884241
0.882353,0,0.847379,0.080623,0.423689,0.080623,0.840803,0.451441,0.423689,0.649819,0.677968,0.85017
0.788235,0,0.767824,0.291065,0.383912,0.291065,0.73821,0.497158,0.383912,0.633424,0.611508,0.794064
0.894118,0,0.825745,0.299408,0.412872,0.299408,0.786335,0.57495,0.412872,0.701093,0.655979,0.86345
0.945098,0,0.962932,0.03298,0.481466,0.03298,0.959675,0.49709,0.481466,0.730169,0.770397,0.962459
0.823529,0,0.783429,0.298808,0.391714,0.298808,0.746994,0.533878,0.391714,0.659552,0.622618,0.769235
0.827451,0,0.787745,0.309312,0.393873,0.309312,0.749313,0.544655,0.393873,0.667093,0.625627,0.773187
0.866667,0,0.867197,0.024475,0.433599,0.5,0.864664,0.444539,0.433599,0.656187,0.693829,0.868933
0.917647,0,0.887931,0.274617,0.443966,0.274617,0.866168,0.540211,0.443966,0.714507,0.70904,0.907385
0.952941,0,0.951761,0.030819,0.47588,0.030819,0.947951,0.493937,0.47588,0.723024,0.7617,0.953869
0.811765,0,0.727249,0.261415,0.363624,0.261415,0.69041,0.497055,0.363624,0.613424,0.577241,0.70912
0.847059,0,0.824707,0.274725,0.412353,0.274725,0.8104,0.471119,0.412353,0.64846,0.659178,0.825166
0.898039,0,0.91819,0.033941,0.459095,0.033941,0.914126,0.477682,0.459095,0.698162,0.734633,0.913071
0.866667,0,0.711129,0.302507,0.355565,0.302507,0.665771,0.516214,0.355565,0.615147,0.561908,0.621021
0.796078,0,0.808219,0.016378,0.404109,0.5,0.806276,0.411928,0.404109,0.610588,0.646594,0.808287
0.792157,0,0.707842,0.273333,0.353921,0.273333,0.67032,0.486199,0.353921,0.598474,0.561426,0.775749
0.815686,0,0.811116,0.036225,0.405558,0.036225,0.808032,0.418016,0.405558,0.615077,0.648948,0.813168
0.788235,0,0.795209,0.015732,0.397605,0.5,0.793264,0.405308,0.397605,0.600834,0.636376,0.793299
0.807843,0,0.793677,0.019039,0.396839,0.5,0.791706,0.404632,0.396839,0.599737,0.634969,0.793685
0.933333,0,0.895936,0.271511,0.447968,0.271511,0.865081,0.585648,0.447968,0.741292,0.714233,0.942176
0.827451,0,0.819778,0.311134,0.409889,0.311134,0.78483,0.55258,0.409889,0.68691,0.652179,0.797719
0.87451,0,0.828607,0.281323,0.414304,0.281323,0.795208,0.552139,0.414304,0.691061,0.65965,0.776368
0.960784,0,0.953297,0.042461,0.476648,0.042461,0.949888,0.492836,0.476648,0.723236,0.762631,0.953957
0.435294,1,0.775759,0.292141,0.38788,0.292141,0.729593,0.566251,0.38788,0.672018,0.614053,0.777883
0.94902,0,0.963097,0.050996,0.481548,0.050996,0.959641,0.498124,0.481548,0.730769,0.770494,0.958041
0.290196,1,0.728452,0.27088,0.364226,0.27088,0.699135,0.47059,0.364226,0.600729,0.579865,0.672057
0.92549,0,0.825865,0.276417,0.412932,0.276417,0.787721,0.569826,0.412932,0.698581,0.656366,0.866712
0.964706,0,0.960887,0.042068,0.480444,0.042068,0.957622,0.496068,0.480444,0.728637,0.768706,0.960431
0.341176,1,0.840229,0.318554,0.420115,0.318554,0.814031,0.529747,0.420115,0.68558,0.670183,0.763146
0.917647,0,0.928174,0.038193,0.464087,0.038193,0.924114,0.482855,0.464087,0.705724,0.742908,0.922458
0.423529,1,0.828783,0.297532,0.414391,0.297532,0.788339,0.581334,0.414391,0.705803,0.658222,0.769507
0.905882,0,0.858455,0.280492,0.429228,0.280492,0.832716,0.539276,0.429228,0.699402,0.684946,0.902912
0.894118,0,0.839254,0.283637,0.419627,0.283637,0.807119,0.553946,0.419627,0.697243,0.668399,0.882317
0.831373,0,0.773311,0.270265,0.386655,0.270265,0.739791,0.515757,0.386655,0.645465,0.615113,0.744394
0.870588,0,0.861468,0.311411,0.430734,0.311411,0.833931,0.548882,0.430734,0.705719,0.687076,0.862811
0.886275,0,0.877346,0.02509,0.438673,0.5,0.874584,0.450742,0.438673,0.664339,0.702159,0.876088
0.968627,0,0.845208,0.27634,0.422604,0.27634,0.807311,0.58213,0.422604,0.714342,0.672,0.860099
0.886275,0,0.868648,0.034418,0.434324,0.034418,0.865639,0.447344,0.434324,0.658315,0.694963,0.871033
0.858824,0,0.881396,0.031157,0.440698,0.031157,0.878266,0.454437,0.440698,0.668205,0.705161,0.88165
0.792157,0,0.745221,0.271742,0.37261,0.271742,0.71075,0.500548,0.37261,0.624,0.592259,0.709325
0.811765,0,0.820536,0.012849,0.410268,0.5,0.818544,0.418409,0.410268,0.619937,0.656514,0.818905
0.831373,0,0.728999,0.2794,0.364499,0.2794,0.686108,0.520227,0.364499,0.625913,0.577215,0.699151
0.988235,0,0.969056,0.026544,0.484528,0.5,0.966286,0.497898,0.484528,0.733623,0.775314,0.971334
0.356863,1,0.739877,0.309635,0.369939,0.309635,0.700136,0.516382,0.369939,0.629322,0.586701,0.722337
0.831373,0,0.765088,0.262953,0.382544,0.262953,0.730914,0.512765,0.382544,0.63991,0.60847,0.759554
0.843137,0,0.870113,0.034479,0.435057,0.034479,0.866759,0.449594,0.435057,0.660172,0.69636,0.867738
0.980392,0,0.951492,0.039108,0.475746,0.039108,0.947843,0.493035,0.475746,0.722438,0.761311,0.952868
0.854902,0,0.759308,0.264737,0.379654,0.264737,0.717714,0.536951,0.379654,0.649203,0.60202,0.760942
0.964706,0,0.97322,0.031888,0.48661,0.031888,0.970546,0.499573,0.48661,0.736537,0.778586,0.974867
0.890196,0,0.741122,0.306551,0.370561,0.306551,0.698862,0.526548,0.370561,0.635037,0.587009,0.812226
0.815686,0,0.706153,0.304852,0.353077,0.304852,0.666206,0.493572,0.353077,0.601349,0.559404,0.753837
0.917647,0,0.92405,0.033902,0.462025,0.033902,0.920402,0.478811,0.462025,0.701643,0.739279,0.923453
0.352941,1,0.768823,0.287474,0.384411,0.287474,0.731328,0.527982,0.384411,0.649388,0.610614,0.748504
0.901961,0,0.835787,0.26772,0.417894,0.26772,0.802823,0.555114,0.417894,0.696112,0.665486,0.820954
0.878431,0,0.840936,0.331926,0.420468,0.331926,0.814966,0.529235,0.420468,0.685673,0.670776,0.837271
0.764706,0,0.698561,0.256901,0.349281,0.256901,0.666169,0.461977,0.349281,0.581782,0.555236,0.675941
0.870588,0,0.845183,0.283983,0.422591,0.283983,0.821801,0.521013,0.422591,0.683652,0.674671,0.876515
0.929412,0,0.965186,0.041546,0.482593,0.041546,0.962045,0.497694,0.482593,0.731594,0.77215,0.963144
0.862745,0,0.860681,0.037878,0.43034,0.037878,0.857251,0.445042,0.43034,0.653205,0.688648,0.860881
0.870588,0,0.797847,0.310458,0.398923,0.310458,0.761516,0.543288,0.398923,0.671397,0.63424,0.830331
0.933333,0,0.933264,0.030258,0.466632,0.030258,0.929546,0.483913,0.466632,0.708787,0.746989,0.932123
0.960784,0,0.970934,0.026436,0.485467,0.5,0.967824,0.500506,0.485467,0.735868,0.777059,0.966729
0.956863,0,0.890681,0.268589,0.445341,0.268589,0.853216,0.611537,0.445341,0.751676,0.7087,0.846261
0.933333,0,0.932496,0.032664,0.466248,0.032664,0.929277,0.481196,0.466248,0.707041,0.746145,0.934395
0.364706,1,0.69755,0.280923,0.348775,0.280923,0.65196,0.507158,0.348775,0.603968,0.550886,0.662089
0.937255,0,0.93179,0.081053,0.465895,0.081053,0.924949,0.497643,0.465895,0.714946,0.745345,0.938224
0.972549,0,0.953721,0.037755,0.47686,0.037755,0.950037,0.494361,0.47686,0.724213,0.76297,0.955504
0.854902,0,0.897307,0.068574,0.448653,0.068574,0.891813,0.473206,0.448653,0.685532,0.71782,0.888942
0.980392,0,0.943769,0.257009,0.471885,0.257009,0.921861,0.574861,0.471885,0.759667,0.75386,0.953049
0.776471,0,0.781166,0.00639,0.390583,0.5,0.77995,0.395313,0.390583,0.588882,0.625105,0.781947
0.968627,0,0.957267,0.038977,0.478633,0.038977,0.953741,0.49544,0.478633,0.72652,0.765851,0.956804
0.921569,0,0.955413,0.041745,0.477707,0.041745,0.951958,0.494148,0.477707,0.724948,0.764452,0.955119
0.909804,0,0.811412,0.286636,0.405706,0.286636,0.773642,0.558343,0.405706,0.685663,0.645066,0.822666
0.937255,0,0.93844,0.049666,0.46922,0.049666,0.93491,0.485718,0.46922,0.712269,0.751136,0.93577
0.898039,0,0.890686,0.033318,0.445343,0.033318,0.887773,0.458266,0.445343,0.674742,0.712548,0.891659
0.882353,0,0.80256,0.274571,0.40128,0.274571,0.768211,0.538578,0.40128,0.671363,0.638453,0.788012
0.945098,0,0.96736,0.029489,0.48368,0.029489,0.9646,0.496976,0.48368,0.732316,0.774051,0.96597
0.882353,0,0.875273,0.022353,0.437636,0.5,0.872609,0.449249,0.437636,0.66256,0.70025,0.875819
0.780392,0,0.724242,0.268843,0.362121,0.268843,0.688985,0.489292,0.362121,0.608053,0.575277,0.705833
0.835294,0,0.844161,0.019846,0.42208,0.5,0.84154,0.433098,0.42208,0.639015,0.675341,0.84407
0.913725,0,0.819164,0.295309,0.409582,0.295309,0.781672,0.562541,0.409582,0.691606,0.651154,0.852751
0.905882,0,0.844632,0.304644,0.422316,0.304644,0.808974,0.572321,0.422316,0.709134,0.672013,0.859808
0.968627,0,0.970158,0.03714,0.485079,0.03714,0.967286,0.498959,0.485079,0.734705,0.776133,0.968668
0.878431,0,0.848462,0.305198,0.424231,0.305198,0.824752,0.524426,0.424231,0.686991,0.677221,0.878243
0.847059,0,0.80159,0.290281,0.400795,0.290281,0.770402,0.525308,0.400795,0.664223,0.638288,0.749963
0.988235,0,0.946362,0.108666,0.473181,0.108666,0.934481,0.529182,0.473181,0.738029,0.75676,0.976407
0.878431,0,0.848128,0.294287,0.424064,0.294287,0.821963,0.534587,0.424064,0.691925,0.676534,0.783631
0.847059,0,0.794912,0.307897,0.397456,0.307897,0.757138,0.547002,0.397456,0.671811,0.631524,0.773208
0.921569,0,0.917114,0.074748,0.458557,0.074748,0.91258,0.479264,0.458557,0.69842,0.733668,0.918898
0.854902,0,0.88586,0.163068,0.44293,0.163068,0.877029,0.481891,0.44293,0.684204,0.70849,0.869423
0.796078,0,0.7474,0.280208,0.3737,0.280208,0.720979,0.472047,0.3737,0.610765,0.595679,0.787801
0.839216,0,0.72249,0.285967,0.361245,0.285967,0.683236,0.502494,0.361245,0.613822,0.572778,0.779036
0.92549,0,0.848845,0.298739,0.424422,0.298739,0.818079,0.554488,0.424422,0.702271,0.676425,0.87002
0.878431,0,0.811201,0.322514,0.405601,0.322514,0.777838,0.540395,0.405601,0.676549,0.645585,0.786526
0.976471,0,0.971909,0.027451,0.485955,0.5,0.969139,0.499362,0.485955,0.735779,0.777663,0.970357
0.917647,0,0.876821,0.272549,0.43841,0.272549,0.857454,0.522983,0.43841,0.700341,0.700413,0.894756
0.968627,0,0.873276,0.27677,0.436638,0.27677,0.83854,0.587717,0.436638,0.731074,0.695225,0.889913
0.862745,0,0.796685,0.413149,0.398343,0.413149,0.762345,0.534603,0.398343,0.666464,0.633711,0.801396
0.886275,0,0.876841,0.283968,0.43842,0.283968,0.857478,0.522979,0.43842,0.700348,0.700446,0.882006
0.976471,0,0.957328,0.044767,0.478664,0.044767,0.953372,0.497528,0.478664,0.727598,0.765862,0.953495
0.878431,0,0.808562,0.299208,0.404281,0.299208,0.769461,0.561742,0.404281,0.685959,0.64221,0.858415
0.396078,1,0.819247,0.278839,0.409624,0.278839,0.786658,0.542596,0.409624,0.681636,0.652232,0.775368
0.945098,0,0.808434,0.315133,0.404217,0.315133,0.768688,0.564251,0.404217,0.687155,0.641967,0.87878
0.894118,0,0.843254,0.269458,0.421627,0.269458,0.814333,0.543091,0.421627,0.693778,0.672166,0.787296
0.788235,0,0.71952,0.308597,0.35976,0.308597,0.686381,0.478513,0.35976,0.600329,0.571876,0.760115
0.878431,0,0.868659,0.042522,0.434329,0.042522,0.864405,0.452731,0.434329,0.661024,0.695072,0.874804
0.854902,0,0.841179,0.024798,0.420589,0.5,0.838284,0.432719,0.420589,0.637346,0.672938,0.839422
0.784314,0,0.743129,0.2604,0.371565,0.2604,0.711749,0.487708,0.371565,0.616527,0.591286,0.783237
0.827451,0,0.824925,0.26995,0.412462,0.26995,0.815971,0.449248,0.412462,0.63759,0.659734,0.828728
0.858824,0,0.850706,0.054218,0.425353,0.054218,0.848033,0.436677,0.425353,0.644057,0.680564,0.848713
0.933333,0,0.935112,0.037978,0.467556,0.037978,0.931144,0.486037,0.467556,0.710773,0.748259,0.929193
0.243137,1,0.689448,0.295532,0.344724,0.295532,0.651736,0.474222,0.344724,0.583486,0.546543,0.648105
0.74902,0,0.691951,0.271449,0.345976,0.271449,0.653814,0.477404,0.345976,0.586303,0.548418,0.59207
0.862745,0,0.879666,0.085606,0.439833,0.085606,0.873425,0.467175,0.439833,0.67374,0.703669,0.886618
0.796078,0,0.756392,0.260615,0.378196,0.260615,0.730029,0.477512,0.378196,0.617932,0.602953,0.792454
0.952941,0,0.946182,0.030258,0.473091,0.030258,0.943084,0.48769,0.473091,0.717112,0.757007,0.946453
0.831373,0,0.826621,0.017555,0.41331,0.5,0.824498,0.422052,0.41331,0.624779,0.661381,0.827612
0.886275,0,0.911684,0.061307,0.455842,0.061307,0.906304,0.480271,0.455842,0.696226,0.729301,0.908536
0.764706,0,0.779974,0.032441,0.389987,0.032441,0.776541,0.403324,0.389987,0.592314,0.624288,0.770208
0.894118,0,0.790341,0.28,0.39517,0.28,0.746892,0.566196,0.39517,0.679188,0.626554,0.766902
0.831373,0,0.765149,0.264691,0.382575,0.264691,0.728731,0.521357,0.382575,0.644253,0.607895,0.783406
0.756863,0,0.619234,0.281592,0.309617,0.281592,0.571692,0.456243,0.309617,0.540559,0.486707,0.59237
0.921569,0,0.926135,0.053018,0.463068,0.053018,0.921434,0.484754,0.463068,0.705663,0.74126,0.920597
0.858824,0,0.829558,0.274418,0.414779,0.274418,0.804594,0.517918,0.414779,0.674354,0.661827,0.83726
0.784314,0,0.717182,0.294664,0.358591,0.294664,0.681537,0.48591,0.358591,0.602897,0.569415,0.715245
0.317647,1,0.774525,0.271265,0.387262,0.271265,0.745096,0.500782,0.387262,0.638546,0.616874,0.75584
0.803922,0,0.804505,0.010334,0.402253,0.5,0.802793,0.409111,0.402253,0.607338,0.643874,0.805335
0.858824,0,0.855865,0.01717,0.427933,0.5,0.854004,0.435867,0.427933,0.64621,0.684979,0.856679
0.737255,0,0.671456,0.270427,0.335728,0.270427,0.640837,0.438124,0.335728,0.55662,0.533766,0.665131
0.921569,0,0.897213,0.039616,0.448607,0.039616,0.893382,0.465726,0.448607,0.681731,0.717803,0.903585
0.878431,0,0.805746,0.28263,0.402873,0.28263,0.773454,0.532463,0.402873,0.669869,0.641421,0.752358
0.831373,0,0.844486,0.020031,0.422243,0.5,0.841841,0.433369,0.422243,0.639313,0.675728,0.846515
0.960784,0,0.942939,0.043268,0.471469,0.043268,0.939258,0.488756,0.471469,0.716033,0.754366,0.942927
0.807843,0,0.810536,0.009158,0.405268,0.5,0.808949,0.411678,0.405268,0.611609,0.648506,0.809304
0.286275,1,0.656859,0.278155,0.32843,0.278155,0.610735,0.479324,0.32843,0.570232,0.517743,0.601891
0.8,0,0.815209,0.02313,0.407605,0.5,0.812641,0.41803,0.407605,0.61711,0.652214,0.815641
0.843137,0,0.833884,0.038293,0.416942,0.038293,0.831822,0.425506,0.416942,0.63011,0.667149,0.835465
0.435294,1,0.878821,0.271849,0.43941,0.271849,0.85121,0.560261,0.43941,0.720046,0.700932,0.838459
0.92549,0,0.865471,0.31288,0.432736,0.31288,0.833005,0.572677,0.432736,0.71965,0.689447,0.910866
0.862745,0,0.867929,0.264714,0.433964,0.264714,0.860815,0.464715,0.433964,0.666677,0.694498,0.86479
0.972549,0,0.942764,0.038339,0.471382,0.038339,0.938874,0.489648,0.471382,0.716394,0.754248,0.941942
0.843137,0,0.840186,0.027266,0.420093,0.5,0.837653,0.430694,0.420093,0.635838,0.67218,0.840159
0.913725,0,0.820345,0.321176,0.410172,0.321176,0.785277,0.553451,0.410172,0.687628,0.652589,0.873289
0.831373,0,0.801015,0.263629,0.400507,0.263629,0.784619,0.465918,0.400507,0.634127,0.64004,0.8136
0.8,0,0.758158,0.256148,0.379079,0.256148,0.73798,0.45527,0.379079,0.607636,0.605219,0.771992
0.819608,0,0.823374,0.338185,0.411687,0.338185,0.794106,0.531712,0.411687,0.678216,0.656141,0.824083
0.945098,0,0.916436,0.046859,0.458218,0.046859,0.912292,0.477132,0.458218,0.697013,0.733152,0.919333
0.890196,0,0.793146,0.320869,0.396573,0.320869,0.754371,0.549742,0.396573,0.672314,0.629872,0.825773
0.945098,0,0.958902,0.122468,0.479451,0.122468,0.954119,0.502294,0.479451,0.730774,0.767096,0.960778
0.933333,0,0.958361,0.041446,0.479181,0.041446,0.955013,0.495164,0.479181,0.726926,0.766692,0.958392
0.811765,0,0.780706,0.261807,0.390353,0.261807,0.755983,0.486484,0.390353,0.634419,0.622743,0.804608
0.94902,0,0.914556,0.290073,0.457278,0.290073,0.907749,0.488287,0.457278,0.701677,0.731564,0.919984
0.956863,0,0.829115,0.293372,0.414557,0.293372,0.78916,0.579548,0.414557,0.705071,0.658566,0.870596
0.952941,0,0.85008,0.287589,0.42504,0.287589,0.814742,0.574657,0.42504,0.713008,0.676454,0.893696
0.921569,0,0.848519,0.328035,0.424259,0.328035,0.819227,0.548046,0.424259,0.698876,0.676326,0.834265
0.278431,1,0.625274,0.266744,0.312637,0.266744,0.578867,0.457154,0.312637,0.543905,0.49198,0.550336
0.945098,0,0.883028,0.275694,0.441514,0.275694,0.855589,0.562191,0.441514,0.723105,0.704361,0.91677
0.960784,0,0.950062,0.037985,0.475031,0.037985,0.946435,0.492196,0.475031,0.721305,0.760279,0.952242
0.866667,0,0.686362,0.298078,0.343181,0.298078,0.640842,0.498786,0.343181,0.594314,0.542029,0.741587
0.329412,1,0.777224,0.268481,0.388612,0.268481,0.746886,0.506048,0.388612,0.642521,0.618878,0.706528
0.882353,0,0.835063,0.277101,0.417532,0.277101,0.803231,0.549924,0.417532,0.693148,0.665071,0.83882
0.976471,0,0.958596,0.125813,0.479298,0.125813,0.954261,0.499993,0.479298,0.729467,0.766898,0.957291
0.796078,0,0.670544,0.274479,0.335272,0.274479,0.627027,0.480602,0.335272,0.5775,0.529654,0.656241
0.321569,1,0.689355,0.271611,0.344677,0.271611,0.644094,0.500073,0.344677,0.596417,0.544471,0.693552
0.941176,0,0.921924,0.037939,0.460962,0.037939,0.918265,0.477764,0.460962,0.700059,0.73757,0.92725
0.952941,0,0.963994,0.028489,0.481997,0.5,0.960921,0.496755,0.481997,0.730529,0.77139,0.960029
0.960784,0,0.967216,0.02296,0.483608,0.5,0.964276,0.497771,0.483608,0.732643,0.774181,0.960349
0.407843,1,0.851792,0.306644,0.425896,0.306644,0.816539,0.575453,0.425896,0.714256,0.677859,0.782705
0.917647,0,0.918886,0.082661,0.459443,0.082661,0.905128,0.522405,0.459443,0.720957,0.734618,0.914963
0.858824,0,0.83125,0.264714,0.415625,0.264714,0.802296,0.535493,0.415625,0.684014,0.662542,0.83792
0.956863,0,0.965618,0.04366,0.482809,0.04366,0.96253,0.497659,0.482809,0.731791,0.772517,0.965577
0.803922,0,0.736677,0.321438,0.368339,0.321438,0.705061,0.484338,0.368339,0.611666,0.586035,0.71365
0.72549,0,0.70278,0.291165,0.35139,0.291165,0.661713,0.49513,0.35139,0.600483,0.556648,0.664041
0.796078,0,0.791447,0.015663,0.395724,0.5,0.7893,0.40419,0.395724,0.598414,0.633216,0.791315
0.94902,0,0.954639,0.030842,0.477319,0.030842,0.951474,0.492367,0.477319,0.723669,0.763865,0.953897
0.933333,0,0.875731,0.308635,0.437866,0.308635,0.844335,0.574802,0.437866,0.725811,0.69782,0.843681
0.94902,0,0.949429,0.271503,0.474714,0.271503,0.934683,0.544442,0.474714,0.747215,0.758998,0.957758
0.8,0,0.758722,0.306851,0.379361,0.306851,0.726581,0.500813,0.379361,0.630775,0.603634,0.740093
0.862745,0,0.85676,0.068005,0.42838,0.068005,0.851955,0.448884,0.42838,0.653188,0.685419,0.862295
0.94902,0,0.957642,0.036371,0.478821,0.036371,0.954337,0.494584,0.478821,0.726277,0.766122,0.957184
0.976471,0,0.949317,0.2802,0.474658,0.2802,0.94114,0.513317,0.474658,0.731536,0.759303,0.952047
0.945098,0,0.95068,0.042461,0.47534,0.042461,0.94707,0.492436,0.47534,0.721733,0.760609,0.951139
0.388235,1,0.822542,0.280331,0.411271,0.280331,0.787422,0.555148,0.411271,0.689568,0.654363,0.764759
0.968627,0,0.967675,0.035755,0.483838,0.035755,0.96474,0.497985,0.483838,0.732979,0.774158,0.970503
0.764706,0,0.776736,0.02925,0.388368,0.5,0.773841,0.399569,0.388368,0.588832,0.621425,0.774174
0.937255,0,0.952588,0.026613,0.476294,0.5,0.949276,0.492008,0.476294,0.722468,0.762372,0.957209
0.843137,0,0.74464,0.266844,0.37232,0.266844,0.707134,0.511418,0.37232,0.629171,0.591079,0.779341
0.960784,0,0.952296,0.031826,0.476148,0.031826,0.948579,0.493777,0.476148,0.72321,0.762224,0.959983
0.784314,0,0.76911,0.313156,0.384555,0.313156,0.737103,0.507159,0.384555,0.639078,0.612011,0.711833
0.870588,0,0.776746,0.273556,0.388373,0.273556,0.740081,0.530214,0.388373,0.654415,0.617166,0.836544
0.894118,0,0.823686,0.308258,0.411843,0.308258,0.784054,0.574425,0.411843,0.69981,0.654296,0.838469
0.8,0,0.721292,0.27411,0.360646,0.27411,0.683704,0.495674,0.360646,0.609811,0.572249,0.756697
0.341176,1,0.805228,0.288404,0.402614,0.288404,0.77658,0.517508,0.402614,0.662106,0.641676,0.738375
0.85098,0,0.838271,0.010988,0.419135,0.5,0.836738,0.425533,0.419135,0.632298,0.670842,0.837534
0.890196,0,0.785807,0.312641,0.392903,0.312641,0.75111,0.528694,0.392903,0.658124,0.624911,0.843446
0.815686,0,0.804127,0.07178,0.402064,0.07178,0.800025,0.418491,0.402064,0.611859,0.643293,0.806029
0.960784,0,0.966488,0.027712,0.483244,0.5,0.963507,0.497593,0.483244,0.732191,0.773238,0.963987
0.945098,0,0.965697,0.033372,0.482849,0.033372,0.962625,0.497625,0.482849,0.731814,0.772634,0.966342
0.898039,0,0.891414,0.045013,0.445707,0.045013,0.887745,0.461999,0.445707,0.676978,0.713138,0.891874
0.964706,0,0.952483,0.035871,0.476241,0.035871,0.949319,0.49125,0.476241,0.722035,0.76203,0.953748
0.956863,0,0.965386,0.019877,0.482693,0.5,0.963069,0.493829,0.482693,0.729753,0.772724,0.965856
0.984314,0,0.970103,0.024837,0.485051,0.5,0.967256,0.498805,0.485051,0.734599,0.776245,0.97205
0.827451,0,0.810773,0.01521,0.405387,0.5,0.808724,0.41366,0.405387,0.612721,0.64869,0.812373
0.831373,0,0.837163,0.02519,0.418581,0.5,0.834747,0.428653,0.418581,0.633315,0.669945,0.836152
0.980392,0,0.955855,0.053779,0.477927,0.053779,0.95229,0.494899,0.477927,0.725545,0.764713,0.959288
0.94902,0,0.94747,0.04073,0.473735,0.04073,0.94385,0.490821,0.473735,0.719325,0.757988,0.946743
0.956863,0,0.963435,0.028973,0.481717,0.5,0.960412,0.496223,0.481717,0.729984,0.770991,0.962523
0.780392,0,0.75632,0.263768,0.37816,0.263768,0.730638,0.474897,0.37816,0.616583,0.603098,0.784746
0.835294,0,0.784649,0.287443,0.392324,0.287443,0.762678,0.478185,0.392324,0.632199,0.62626,0.809735
0.815686,0,0.736292,0.266659,0.368146,0.266659,0.697423,0.510681,0.368146,0.6247,0.584064,0.654848
0.792157,0,0.800592,0.017616,0.400296,0.5,0.798606,0.408214,0.400296,0.604952,0.64048,0.802781
0.929412,0,0.932079,0.033333,0.466039,0.033333,0.928991,0.480372,0.466039,0.706421,0.745748,0.928287
0.917647,0,0.963527,0.040369,0.481764,0.040369,0.960366,0.496934,0.481764,0.730386,0.770819,0.961039
0.807843,0,0.764058,0.300561,0.382029,0.300561,0.734181,0.495722,0.382029,0.630847,0.608422,0.79342
0.819608,0,0.752139,0.264714,0.37607,0.264714,0.716417,0.509885,0.37607,0.632089,0.597615,0.742525
